secprov,seccionId,name,circuitoId,mesasTotalizadas,cantidadElectores,anioEleccion,cantidadElectores_2025,EN_BLANCO_2025,LLA_JxC,NO_VOTANTES_2025,OTROS_2025,UxP_2025
2,0,Simulated,00086,1,24250,2025,24250,2306,8763,7604,1022,4555
2,0,Simulated,00087,1,17549,2025,17549,1489,5271,6365,932,3492
2,0,Simulated,00088,1,5142,2025,5142,378,1741,1535,399,1089
2,0,Simulated,00089,1,8805,2025,8805,613,3822,2521,377,1472
2,0,Simulated,00090,1,41,2025,41,2,18,13,1,7
2,0,Simulated,00091,1,15709,2025,15709,1829,4405,5439,578,3458
2,0,Simulated,00092,1,10001,2025,10001,1028,2580,3616,561,2216
2,0,Simulated,00093,1,3625,2025,3625,482,1187,921,148,887
2,0,Simulated,00098,1,39260,2025,39260,4286,14912,11993,1513,6555
2,0,Simulated,00099,1,688,2025,688,68,288,223,35,74
2,1,Simulated,00100,1,282,2025,282,9,119,105,18,31
2,1,Simulated,00101,1,403,2025,403,29,148,154,19,54
2,1,Simulated,00102,1,119,2025,119,7,42,56,2,12
2,1,Simulated,00103,1,117,2025,117,14,45,39,10,9
2,1,Simulated,00104,1,288,2025,288,37,110,90,14,36
2,1,Simulated,00105,1,25162,2025,25162,2797,6337,8178,834,7017
2,1,Simulated,00106,1,445,2025,445,39,150,143,16,97
2,1,Simulated,00107,1,6444,2025,6444,725,1392,2182,351,1793
2,1,Simulated,00110,1,478,2025,478,50,156,104,16,153
2,1,Simulated,00111,1,264,2025,264,22,80,67,21,74
2,1,Simulated,00113,1,1407,2025,1407,142,390,351,52,472
2,1,Simulated,00117,1,26517,2025,26517,2359,8229,7543,1920,6466
2,1,Simulated,00118,1,554,2025,554,47,115,283,22,88
2,1,Simulated,00120,1,477,2025,477,37,202,123,14,101
2,1,Simulated,00121,1,13758,2025,13758,1739,5136,4152,554,2177
2,1,Simulated,00122,1,248,2025,248,27,88,76,10,48
2,1,Simulated,00125,1,24962,2025,24962,2509,8374,7716,873,5490
2,1,Simulated,00126,1,44,2025,44,1,19,20,1,3
2,1,Simulated,00127,1,299,2025,299,22,80,97,13,86
2,1,Simulated,00128,1,42,2025,42,2,13,19,2,6
2,1,Simulated,00129,1,64,2025,64,1,21,22,6,14
2,1,Simulated,00131,1,39,2025,39,3,11,10,1,13
2,1,Simulated,00132,1,2786,2025,2786,273,1006,888,135,484
2,1,Simulated,00133,1,1419,2025,1419,130,482,383,42,381
2,1,Simulated,00136,1,40026,2025,40026,5226,11153,11035,3478,9135
2,1,Simulated,00137,1,1090,2025,1090,101,310,253,71,355
2,1,Simulated,00138,1,147,2025,147,21,44,49,1,32
2,1,Simulated,00139,1,17,2025,17,0,3,8,0,6
2,1,Simulated,00140,1,613,2025,613,54,212,175,35,137
2,1,Simulated,00141,1,157,2025,157,18,53,42,5,40
2,1,Simulated,00142,1,76,2025,76,12,23,24,5,11
2,1,Simulated,00143,1,2521,2025,2521,259,749,844,75,594
2,1,Simulated,00144,1,340,2025,340,21,158,99,19,43
2,1,Simulated,00145,1,401,2025,401,46,193,79,18,65
2,1,Simulated,00148,1,16132,2025,16132,1126,5746,4392,765,4102
2,1,Simulated,00149,1,286,2025,286,26,108,78,23,51
2,1,Simulated,00150,1,2494,2025,2494,228,837,631,175,623
2,1,Simulated,00151,1,1023,2025,1023,93,377,283,36,234
2,1,Simulated,00152,1,237,2025,237,23,74,65,16,59
2,1,Simulated,00153,1,336,2025,336,23,159,89,10,55
2,1,Simulated,00155,1,23538,2025,23538,2226,7875,6608,1980,4849
2,1,Simulated,00156,1,16378,2025,16378,2038,4149,6012,799,3379
2,1,Simulated,00157,1,29478,2025,29478,2372,9051,9667,1652,6735
2,1,Simulated,00158,1,3478,2025,3478,239,1237,939,261,802
2,1,Simulated,00159,1,1074,2025,1074,78,385,269,64,278
2,1,Simulated,00160,1,163,2025,163,13,41,46,10,54
2,1,Simulated,00162,1,195,2025,195,20,46,73,8,48
2,1,Simulated,00164,1,16734,2025,16734,2182,5475,5144,535,3398
2,1,Simulated,00165,1,584,2025,584,52,235,162,41,94
2,1,Simulated,00166,1,188,2025,188,13,89,47,13,27
2,1,Simulated,00167,1,470,2025,470,28,173,132,16,121
2,1,Simulated,00169,1,5284,2025,5284,445,1365,1381,416,1677
2,1,Simulated,00170,1,471,2025,471,38,157,123,22,130
2,1,Simulated,00171,1,366,2025,366,34,115,97,15,105
2,1,Simulated,00172,1,679,2025,679,97,153,146,47,237
2,1,Simulated,00173,1,3294,2025,3294,262,1173,708,287,863
2,1,Simulated,00175,1,13163,2025,13163,1638,3770,3638,990,3127
2,1,Simulated,00176,1,549,2025,549,60,166,149,26,148
2,1,Simulated,00177,1,199,2025,199,24,58,52,9,55
2,1,Simulated,00179,1,11453,2025,11453,1256,3700,3312,468,2716
2,1,Simulated,00180,1,621,2025,621,50,276,139,38,118
2,1,Simulated,00181,1,158,2025,158,24,48,51,15,21
2,1,Simulated,00182,1,65,2025,65,6,19,21,7,11
2,1,Simulated,00183,1,2352,2025,2352,230,794,676,115,537
2,1,Simulated,00185,1,7669,2025,7669,722,2074,2206,450,2217
2,1,Simulated,00187,1,127,2025,127,9,40,32,11,35
2,1,Simulated,00189,1,39955,2025,39955,2857,11925,11701,2517,10955
2,1,Simulated,0018A,1,65685,2025,65685,5037,13525,20205,2277,24641
2,1,Simulated,00190,1,1477,2025,1477,132,606,435,52,252
2,1,Simulated,00191,1,77,2025,77,11,28,22,1,15
2,1,Simulated,00193,1,123,2025,123,8,54,34,10,17
2,1,Simulated,00195,1,87,2025,87,6,30,33,6,13
2,1,Simulated,00197,1,1396,2025,1396,136,454,362,67,377
2,1,Simulated,00198,1,517,2025,517,32,171,146,27,141
2,2,Simulated,00201,1,30781,2025,30781,3677,9886,9107,1608,6503
2,2,Simulated,00202,1,983,2025,983,153,312,265,36,217
2,2,Simulated,00203,1,1912,2025,1912,194,465,739,208,306
2,2,Simulated,00204,1,104,2025,104,11,45,34,6,8
2,2,Simulated,00205,1,121,2025,121,10,42,44,8,17
2,2,Simulated,00209,1,468,2025,468,43,163,125,25,111
2,2,Simulated,0020A,1,32124,2025,32124,2845,7341,10241,1442,10254
2,2,Simulated,00211,1,69636,2025,69636,10481,19160,21021,3279,15695
2,2,Simulated,00212,1,131,2025,131,21,36,38,7,29
2,2,Simulated,00215,1,98,2025,98,16,34,28,6,14
2,2,Simulated,00216,1,152,2025,152,31,39,48,14,22
2,2,Simulated,00218,1,341,2025,341,55,98,89,28,70
2,2,Simulated,00219,1,64,2025,64,3,29,22,3,7
2,2,Simulated,0021A,1,17688,2025,17688,1627,3306,5927,1376,5452
2,2,Simulated,00220,1,152,2025,152,8,3,133,5,3
2,2,Simulated,00221,1,176,2025,176,24,68,60,6,19
2,2,Simulated,00222,1,1639,2025,1639,281,622,427,53,255
2,2,Simulated,00224,1,253,2025,253,21,10,210,9,3
2,2,Simulated,00226,1,41,2025,41,2,12,23,2,2
2,2,Simulated,0022A,1,48203,2025,48203,2852,11285,17024,2521,14522
2,2,Simulated,0022B,1,15387,2025,15387,1190,3306,5083,945,4863
2,2,Simulated,00230,1,23185,2025,23185,2344,6368,7191,1500,5782
2,2,Simulated,00231,1,225,2025,225,14,66,62,10,73
2,2,Simulated,00232,1,8643,2025,8643,949,3127,2593,583,1391
2,2,Simulated,00233,1,56,2025,56,5,23,17,5,5
2,2,Simulated,00234,1,102,2025,102,10,51,27,4,9
2,2,Simulated,00235,1,26,2025,26,4,13,7,2,0
2,2,Simulated,00236,1,144,2025,144,11,47,49,16,21
2,2,Simulated,00237,1,893,2025,893,79,282,258,53,221
2,2,Simulated,00238,1,1889,2025,1889,212,690,501,114,373
2,2,Simulated,00239,1,12001,2025,12001,1056,2591,4308,1128,2918
2,2,Simulated,00240,1,21025,2025,21025,1645,7428,7066,1915,2971
2,2,Simulated,00243,1,876,2025,876,80,328,310,29,129
2,2,Simulated,00246,1,69,2025,69,2,32,28,0,8
2,2,Simulated,00248,1,17038,2025,17038,1617,6451,5866,684,2419
2,2,Simulated,00249,1,275,2025,275,19,140,73,11,33
2,2,Simulated,00252,1,16784,2025,16784,1557,6285,5115,714,3113
2,2,Simulated,00253,1,1361,2025,1361,197,397,384,55,326
2,2,Simulated,00254,1,4551,2025,4551,393,1746,1637,189,586
2,2,Simulated,00255,1,51,2025,51,5,21,18,5,1
2,2,Simulated,00258,1,217,2025,217,26,72,76,13,30
2,2,Simulated,00259,1,10534,2025,10534,772,3023,3400,770,2569
2,2,Simulated,00260,1,49941,2025,49941,2438,13948,18914,2626,12016
2,2,Simulated,00261,1,34550,2025,34550,2323,9566,12316,1580,8764
2,2,Simulated,00262,1,53142,2025,53142,4097,11814,15754,3353,18124
2,2,Simulated,00263,1,27026,2025,27026,1441,7053,10012,2432,6087
2,2,Simulated,00264,1,8176,2025,8176,354,2723,2715,345,2040
2,2,Simulated,00265,1,24179,2025,24179,1718,7054,7055,1957,6395
2,2,Simulated,00271,1,16979,2025,16979,1577,4936,5849,1056,3560
2,2,Simulated,00272,1,22266,2025,22266,1561,5944,8148,1792,4821
2,2,Simulated,00273,1,51461,2025,51461,4044,12609,15488,4493,14827
2,2,Simulated,00274,1,50749,2025,50749,3812,15746,13497,3579,14115
2,2,Simulated,00275,1,26999,2025,26999,1520,8964,7933,1581,7001
2,2,Simulated,00276,1,35226,2025,35226,1881,12487,9982,2738,8138
2,2,Simulated,00282,1,20897,2025,20897,2679,7751,4853,807,4806
2,2,Simulated,00285,1,192,2025,192,23,62,60,7,40
2,2,Simulated,00286,1,5028,2025,5028,470,1126,1896,384,1153
2,2,Simulated,00287,1,23675,2025,23675,1815,5929,7618,864,7449
2,2,Simulated,00288,1,27529,2025,27529,1887,8301,9832,1668,5841
2,2,Simulated,00289,1,49473,2025,49473,3679,15316,13857,3306,13315
2,2,Simulated,00290,1,49813,2025,49813,5764,10345,17686,1716,14302
2,2,Simulated,00291,1,15662,2025,15662,1593,4974,4191,1410,3494
2,2,Simulated,00292,1,9214,2025,9214,903,3030,2786,407,2088
2,2,Simulated,00293,1,12941,2025,12941,1261,4114,4319,467,2780
2,2,Simulated,00294,1,3508,2025,3508,233,1153,928,251,943
2,2,Simulated,00295,1,6459,2025,6459,647,2093,1906,419,1394
2,2,Simulated,00297,1,569,2025,569,35,182,221,15,116
2,2,Simulated,00298,1,345,2025,345,21,143,107,23,51
2,3,Simulated,00302,1,122702,2025,122702,7572,27948,47671,4391,35121
2,3,Simulated,00303,1,5440,2025,5440,477,1173,1812,456,1522
2,3,Simulated,00304,1,19618,2025,19618,2473,4199,5930,1610,5407
2,3,Simulated,00305,1,32605,2025,32605,2249,10056,10466,1538,8297
2,3,Simulated,00306,1,6090,2025,6090,671,2044,1715,220,1440
2,3,Simulated,00307,1,1032,2025,1032,91,414,284,88,155
2,3,Simulated,00308,1,848,2025,848,75,193,393,32,156
2,3,Simulated,00309,1,78,2025,78,7,25,27,4,15
2,3,Simulated,00310,1,9126,2025,9126,1105,3170,2587,339,1925
2,3,Simulated,00311,1,71,2025,71,6,20,29,1,15
2,3,Simulated,00312,1,114,2025,114,9,43,45,8,9
2,3,Simulated,00314,1,4856,2025,4856,582,1812,1311,216,935
2,3,Simulated,00315,1,174,2025,174,10,63,69,9,22
2,3,Simulated,00316,1,4760,2025,4760,387,2009,1203,381,780
2,3,Simulated,00317,1,1776,2025,1776,215,708,404,91,357
2,3,Simulated,00318,1,2665,2025,2665,324,880,801,82,579
2,3,Simulated,00320,1,16551,2025,16551,1769,5790,4483,593,3915
2,3,Simulated,00322,1,110,2025,110,5,43,33,13,16
2,3,Simulated,00324,1,300,2025,300,15,76,96,23,91
2,3,Simulated,00326,1,2115,2025,2115,238,583,630,65,598
2,3,Simulated,00327,1,1093,2025,1093,108,317,225,63,380
2,3,Simulated,00330,1,8446,2025,8446,1032,2591,2928,459,1435
2,3,Simulated,00332,1,201,2025,201,16,69,60,15,42
2,3,Simulated,00334,1,629,2025,629,67,225,204,37,96
2,3,Simulated,00335,1,283,2025,283,24,114,81,14,50
2,3,Simulated,00336,1,57,2025,57,5,13,29,2,9
2,3,Simulated,00337,1,13620,2025,13620,1127,4060,4714,881,2837
2,3,Simulated,00338,1,3484,2025,3484,223,950,1395,273,643
2,3,Simulated,00339,1,14985,2025,14985,1215,5302,4850,793,2826
2,3,Simulated,00340,1,19588,2025,19588,2334,6238,6445,1384,3186
2,3,Simulated,00341,1,36,2025,36,1,9,21,5,0
2,3,Simulated,00342,1,65,2025,65,6,16,32,2,10
2,3,Simulated,00343,1,85,2025,85,4,28,38,7,7
2,3,Simulated,00344,1,36024,2025,36024,2727,10424,12861,1991,8020
2,3,Simulated,00345,1,11610,2025,11610,684,3478,3610,647,3190
2,3,Simulated,00348,1,927,2025,927,85,280,236,77,249
2,3,Simulated,00349,1,54,2025,54,3,16,19,1,15
2,3,Simulated,00350,1,45,2025,45,4,19,17,3,1
2,3,Simulated,00351,1,944,2025,944,87,313,223,50,271
2,3,Simulated,00352,1,136,2025,136,16,50,34,11,25
2,3,Simulated,00354,1,7400,2025,7400,526,2090,2267,205,2313
2,3,Simulated,00357,1,1304,2025,1304,120,280,346,53,505
2,3,Simulated,00358,1,62,2025,62,0,11,25,3,23
2,3,Simulated,00359,1,1194,2025,1194,127,412,305,51,299
2,3,Simulated,00360,1,685,2025,685,53,235,177,24,196
2,3,Simulated,00361,1,6095,2025,6095,389,2217,1669,477,1343
2,3,Simulated,00362,1,688,2025,688,32,254,230,28,144
2,3,Simulated,00364,1,7458,2025,7458,587,2609,2448,575,1238
2,3,Simulated,00365,1,22265,2025,22265,1658,7247,6353,2292,4714
2,3,Simulated,00366,1,89941,2025,89941,4922,33957,30056,7053,13953
2,3,Simulated,00367,1,78128,2025,78128,3541,27592,25638,6726,14631
2,3,Simulated,00368,1,9810,2025,9810,982,2624,3069,383,2753
2,3,Simulated,00369,1,10097,2025,10097,887,3137,3719,429,1926
2,3,Simulated,00370,1,24804,2025,24804,1954,6970,8211,1874,5794
2,3,Simulated,00374,1,72712,2025,72712,7003,19305,24111,3607,18685
2,3,Simulated,00376,1,37379,2025,37379,2240,10237,15232,2967,6703
2,3,Simulated,00377,1,35369,2025,35369,1986,11744,10961,2113,8565
2,3,Simulated,00378,1,34051,2025,34051,1948,8952,11220,3650,8280
2,3,Simulated,00379,1,29598,2025,29598,2665,8267,10501,1484,6681
2,3,Simulated,00380,1,19508,2025,19508,1432,5720,7389,866,4100
2,3,Simulated,00381,1,59870,2025,59870,3816,13082,23833,5541,13598
2,3,Simulated,00382,1,7554,2025,7554,374,2778,1967,857,1578
2,3,Simulated,00383,1,6351,2025,6351,352,2392,1621,531,1455
2,3,Simulated,00384,1,13218,2025,13218,802,3969,4713,766,2969
2,3,Simulated,00388,1,80360,2025,80360,5064,20242,28335,3068,23650
2,3,Simulated,00389,1,14198,2025,14198,1102,4399,4510,1380,2807
2,3,Simulated,00390,1,18277,2025,18277,1440,6517,5183,1535,3602
2,3,Simulated,00391,1,80159,2025,80159,5850,25640,26428,3520,18722
2,3,Simulated,00392,1,8067,2025,8067,479,2350,2871,396,1971
2,3,Simulated,00393,1,64567,2025,64567,4488,15748,26649,3395,14287
2,3,Simulated,00394,1,62053,2025,62053,6308,18040,18968,3421,15316
2,3,Simulated,00395,1,46785,2025,46785,2717,13897,17049,2331,10791
2,3,Simulated,00397,1,80880,2025,80880,3905,24842,27740,8095,16298
2,3,Simulated,00398,1,89400,2025,89400,6161,20789,33947,3328,25175
2,3,Simulated,00399,1,76620,2025,76620,5656,17430,21710,5397,26427
2,4,Simulated,00400,1,21632,2025,21632,1638,7950,6463,1571,4011
2,4,Simulated,00401,1,1106,2025,1106,129,494,384,36,63
2,4,Simulated,00402,1,31175,2025,31175,3094,10317,8588,1155,8022
2,4,Simulated,00404,1,13750,2025,13750,1239,4719,3395,905,3492
2,4,Simulated,00405,1,181,2025,181,16,53,58,16,39
2,4,Simulated,00406,1,280,2025,280,28,92,87,15,58
2,4,Simulated,00407,1,115,2025,115,9,52,29,4,21
2,4,Simulated,00408,1,1670,2025,1670,105,550,474,73,468
2,4,Simulated,00409,1,232,2025,232,19,109,57,13,34
2,4,Simulated,00411,1,18932,2025,18932,2733,6554,5401,986,3258
2,4,Simulated,00412,1,58,2025,58,6,12,18,5,16
2,4,Simulated,00413,1,1109,2025,1109,197,397,327,48,141
2,4,Simulated,00414,1,205,2025,205,28,76,59,6,37
2,4,Simulated,00415,1,1970,2025,1970,248,713,642,122,245
2,4,Simulated,00416,1,2008,2025,2008,254,806,613,66,269
2,4,Simulated,00417,1,256,2025,256,20,107,89,9,30
2,4,Simulated,00418,1,1194,2025,1194,214,391,342,113,134
2,4,Simulated,00419,1,353,2025,353,35,102,126,18,71
2,4,Simulated,00420,1,619,2025,619,54,272,188,17,88
2,4,Simulated,00421,1,184,2025,184,25,65,41,8,45
2,4,Simulated,00424,1,8233,2025,8233,1295,2304,2170,475,1988
2,4,Simulated,00427,1,1679,2025,1679,204,427,616,64,368
2,4,Simulated,00428,1,289,2025,289,52,69,93,8,67
2,4,Simulated,00430,1,3049,2025,3049,312,1039,887,236,575
2,4,Simulated,00431,1,3298,2025,3298,335,869,1131,164,799
2,4,Simulated,00432,1,1806,2025,1806,126,642,501,93,444
2,4,Simulated,00433,1,139,2025,139,14,39,52,11,23
2,4,Simulated,00434,1,1019,2025,1019,76,330,274,62,276
2,4,Simulated,00436,1,16542,2025,16542,1981,4259,5302,978,4023
2,4,Simulated,00437,1,97,2025,97,17,22,36,3,18
2,4,Simulated,00439,1,2798,2025,2798,357,651,909,150,731
2,4,Simulated,00440,1,175,2025,175,35,40,54,5,40
2,4,Simulated,00441,1,198,2025,198,27,7,152,9,2
2,4,Simulated,00444,1,58431,2025,58431,4468,20604,17420,2056,13884
2,4,Simulated,00445,1,4222,2025,4222,575,1203,1284,136,1024
2,4,Simulated,00446,1,2981,2025,2981,262,981,992,122,623
2,4,Simulated,00447,1,1797,2025,1797,200,593,497,75,431
2,4,Simulated,00448,1,110,2025,110,6,63,23,3,15
2,4,Simulated,00449,1,44,2025,44,2,19,15,4,3
2,4,Simulated,00450,1,808,2025,808,74,323,200,68,143
2,4,Simulated,00451,1,1102,2025,1102,132,387,315,47,221
2,4,Simulated,00452,1,507,2025,507,37,203,135,12,120
2,4,Simulated,00453,1,31,2025,31,3,13,9,0,7
2,4,Simulated,00454,1,123,2025,123,2,49,38,4,29
2,4,Simulated,00456,1,247,2025,247,30,100,72,7,38
2,4,Simulated,00460,1,3340,2025,3340,164,798,1449,303,626
2,4,Simulated,00461,1,3169,2025,3169,164,701,1718,151,435
2,4,Simulated,00462,1,1431,2025,1431,83,491,499,60,298
2,4,Simulated,00463,1,3356,2025,3356,236,631,1968,127,394
2,4,Simulated,00464,1,1974,2025,1974,107,777,538,104,448
2,4,Simulated,00465,1,1947,2025,1947,68,685,537,173,484
2,4,Simulated,00466,1,2328,2025,2328,204,844,675,202,403
2,4,Simulated,00467,1,1992,2025,1992,98,730,609,125,430
2,4,Simulated,00468,1,1524,2025,1524,97,500,454,85,388
2,4,Simulated,00469,1,2343,2025,2343,98,601,941,237,467
2,4,Simulated,00471,1,1908,2025,1908,166,605,556,91,489
2,4,Simulated,00472,1,1094,2025,1094,65,335,397,68,229
2,4,Simulated,00473,1,3570,2025,3570,212,1102,1371,181,704
2,4,Simulated,00474,1,4578,2025,4578,332,1719,1225,238,1063
2,4,Simulated,00475,1,15413,2025,15413,1005,5550,5123,696,3038
2,4,Simulated,00476,1,2772,2025,2772,226,1074,718,121,634
2,4,Simulated,00477,1,6101,2025,6101,414,1950,1766,453,1518
2,4,Simulated,00480,1,2899,2025,2899,151,848,1075,211,614
2,4,Simulated,00481,1,4346,2025,4346,328,1225,1765,232,796
2,4,Simulated,00482,1,2314,2025,2314,112,761,860,91,491
2,4,Simulated,00483,1,2636,2025,2636,134,936,776,139,650
2,4,Simulated,00484,1,2885,2025,2885,179,885,1023,172,625
2,4,Simulated,00485,1,2638,2025,2638,131,814,862,112,718
2,4,Simulated,00486,1,2393,2025,2393,147,745,826,146,529
2,4,Simulated,00487,1,2937,2025,2937,161,1009,804,112,852
2,4,Simulated,00488,1,3051,2025,3051,189,992,864,148,858
2,4,Simulated,00490,1,15621,2025,15621,1331,3568,4881,533,5308
2,4,Simulated,00491,1,37297,2025,37297,2144,8332,11691,1832,13298
2,4,Simulated,00492,1,166,2025,166,20,34,55,7,49
2,4,Simulated,00493,1,90,2025,90,5,3,78,3,1
2,4,Simulated,00495,1,34273,2025,34273,2558,10427,10295,2860,8133
2,4,Simulated,00496,1,27681,2025,27681,1383,9034,9547,1329,6387
2,4,Simulated,00497,1,16297,2025,16297,1869,4950,5051,952,3476
2,4,Simulated,00498,1,1359,2025,1359,77,456,424,43,359
2,5,Simulated,00501,1,53041,2025,53041,2673,18019,14751,2755,14843
2,5,Simulated,00502,1,41708,2025,41708,2304,12455,14242,2879,9827
2,5,Simulated,00503,1,6624,2025,6624,469,2193,1765,611,1587
2,5,Simulated,00504,1,40887,2025,40887,3400,13990,10976,1745,10776
2,5,Simulated,00505,1,18434,2025,18434,1151,5512,6273,946,4552
2,5,Simulated,00508,1,13706,2025,13706,1092,3652,4968,537,3457
2,5,Simulated,00509,1,10741,2025,10741,538,2278,5234,688,2003
2,5,Simulated,00511,1,5580,2025,5580,523,1650,1441,201,1765
2,5,Simulated,00512,1,17503,2025,17503,1502,4860,4786,632,5723
2,5,Simulated,00513,1,31608,2025,31608,2515,8145,9139,2647,9163
2,5,Simulated,00516,1,3465,2025,3465,276,878,1400,220,691
2,5,Simulated,00517,1,3460,2025,3460,271,1086,1129,164,810
2,5,Simulated,00518,1,3977,2025,3977,351,879,1782,305,661
2,5,Simulated,00519,1,6842,2025,6842,336,1835,2854,296,1521
2,5,Simulated,00520,1,9282,2025,9282,636,2790,2663,584,2609
2,5,Simulated,00521,1,3943,2025,3943,265,1070,1411,296,900
2,5,Simulated,00524,1,8480,2025,8480,718,2478,2543,594,2148
2,5,Simulated,00528,1,255,2025,255,20,81,76,17,61
2,5,Simulated,00530,1,71811,2025,71811,6036,20833,26479,3727,14736
2,5,Simulated,00533,1,6077,2025,6077,453,1580,2104,389,1552
2,5,Simulated,00534,1,37915,2025,37915,3067,12987,10064,2671,9126
2,5,Simulated,00535,1,50052,2025,50052,3485,15145,14275,5203,11944
2,5,Simulated,00536,1,44295,2025,44295,4587,12053,14574,2840,10242
2,5,Simulated,00538,1,18918,2025,18918,1791,6650,5238,912,4327
2,5,Simulated,00539,1,77,2025,77,3,4,63,5,2
2,5,Simulated,00540,1,103,2025,103,6,37,45,6,9
2,5,Simulated,00541,1,47,2025,47,0,23,16,2,6
2,5,Simulated,00542,1,55,2025,55,5,25,14,4,8
2,5,Simulated,00543,1,230,2025,230,26,74,73,19,37
2,5,Simulated,00544,1,31,2025,31,3,10,11,3,3
2,5,Simulated,00545,1,102,2025,102,9,29,40,9,14
2,5,Simulated,00547,1,11921,2025,11921,1099,3918,3225,517,3163
2,5,Simulated,00548,1,1351,2025,1351,117,400,341,53,439
2,5,Simulated,00549,1,8852,2025,8852,1182,2778,2214,463,2214
2,5,Simulated,00550,1,85,2025,85,7,22,28,1,27
2,5,Simulated,00551,1,2140,2025,2140,231,662,619,114,514
2,5,Simulated,00552,1,3397,2025,3397,394,943,967,162,932
2,5,Simulated,00553,1,333,2025,333,27,114,79,6,106
2,5,Simulated,00554,1,25743,2025,25743,2520,8618,7661,1280,5664
2,5,Simulated,00556,1,70,2025,70,10,28,22,4,5
2,5,Simulated,00557,1,88,2025,88,9,26,27,11,15
