secprov,seccionId,name,circuitoId,mesasTotalizadas,cantidadElectores,anioEleccion,cantidadElectores_2025,EN_BLANCO_2025,LLA_JxC,NO_VOTANTES_2025,OTROS_2025,UxP_2025
2,0,Simulated,00091,1,14724,2025,14724,1900,1817,6928,1095,2983
2,0,Simulated,00092,1,9936,2025,9936,1030,1119,4938,643,2206
2,0,Simulated,00093,1,5625,2025,5625,954,702,2217,501,1251
2,0,Simulated,00098,1,49280,2025,49280,8261,7718,21539,4362,7400
2,0,Simulated,00099,1,581,2025,581,83,97,265,62,75
2,1,Simulated,00100,1,299,2025,299,42,52,147,31,27
2,1,Simulated,00101,1,539,2025,539,49,73,305,38,75
2,1,Simulated,00102,1,94,2025,94,8,14,49,13,11
2,1,Simulated,00103,1,128,2025,128,14,25,69,6,15
2,1,Simulated,00104,1,254,2025,254,32,44,120,32,27
2,1,Simulated,00105,1,29042,2025,29042,3427,3165,12782,2358,7311
2,1,Simulated,00106,1,532,2025,532,100,74,197,40,121
2,1,Simulated,00107,1,5568,2025,5568,632,619,2360,377,1579
2,1,Simulated,00110,1,438,2025,438,64,55,166,30,122
2,1,Simulated,00111,1,251,2025,251,38,34,105,16,57
2,1,Simulated,00113,1,1188,2025,1188,167,133,477,80,331
2,1,Simulated,00117,1,21503,2025,21503,3261,3093,9037,1664,4448
2,1,Simulated,00118,1,488,2025,488,42,35,304,31,76
2,1,Simulated,00120,1,415,2025,415,64,76,172,33,70
2,1,Simulated,00121,1,15783,2025,15783,2562,2405,6331,1410,3076
2,1,Simulated,00122,1,273,2025,273,41,32,120,35,45
2,1,Simulated,00125,1,20546,2025,20546,2671,3081,8556,2192,4045
2,1,Simulated,00126,1,40,2025,40,7,9,18,4,3
2,1,Simulated,00127,1,275,2025,275,29,29,121,32,63
2,1,Simulated,00128,1,48,2025,48,7,5,26,5,6
2,1,Simulated,00129,1,61,2025,61,8,10,26,1,17
2,1,Simulated,00131,1,41,2025,41,3,4,20,1,12
2,1,Simulated,00132,1,2498,2025,2498,456,371,951,287,434
2,1,Simulated,00133,1,1435,2025,1435,159,222,644,100,310
2,1,Simulated,00136,1,29959,2025,29959,4820,3990,11580,3444,6123
2,1,Simulated,00137,1,1129,2025,1129,181,142,403,112,292
2,1,Simulated,00138,1,137,2025,137,18,20,59,12,27
2,1,Simulated,00139,1,21,2025,21,0,1,10,2,8
2,1,Simulated,00140,1,592,2025,592,64,100,218,82,128
2,1,Simulated,00141,1,207,2025,207,40,20,84,19,43
2,1,Simulated,00142,1,74,2025,74,6,16,25,13,15
2,1,Simulated,00143,1,2274,2025,2274,296,295,1044,130,510
2,1,Simulated,00144,1,375,2025,375,45,82,164,38,46
2,1,Simulated,00145,1,261,2025,261,40,59,105,28,29
2,1,Simulated,00148,1,19795,2025,19795,2488,2635,8020,2258,4395
2,1,Simulated,00149,1,284,2025,284,32,50,137,21,44
2,1,Simulated,00150,1,2234,2025,2234,367,374,787,149,557
2,1,Simulated,00151,1,1199,2025,1199,144,196,488,115,256
2,1,Simulated,00152,1,344,2025,344,34,49,149,30,83
2,1,Simulated,00153,1,262,2025,262,42,54,107,14,45
2,1,Simulated,00155,1,21874,2025,21874,2926,3690,9024,2395,3839
2,1,Simulated,00156,1,14203,2025,14203,2411,1635,5774,1528,2855
2,1,Simulated,00157,1,37764,2025,37764,3602,4482,17839,3797,8045
2,1,Simulated,00158,1,3712,2025,3712,488,519,1500,404,801
2,1,Simulated,00159,1,972,2025,972,102,147,405,97,221
2,1,Simulated,00160,1,187,2025,187,21,21,78,13,55
2,1,Simulated,00162,1,192,2025,192,25,14,89,20,44
2,1,Simulated,00164,1,19663,2025,19663,3141,2663,7902,1605,4351
2,1,Simulated,00165,1,419,2025,419,61,81,166,35,76
2,1,Simulated,00166,1,167,2025,167,31,33,70,6,28
2,1,Simulated,00167,1,481,2025,481,50,77,213,35,106
2,1,Simulated,00169,1,4763,2025,4763,662,534,1664,533,1370
2,1,Simulated,00170,1,539,2025,539,71,79,211,34,144
2,1,Simulated,00171,1,370,2025,370,62,49,125,30,105
2,1,Simulated,00172,1,634,2025,634,133,63,224,34,181
2,1,Simulated,00173,1,3035,2025,3035,487,387,1091,431,638
2,1,Simulated,00175,1,12821,2025,12821,1978,1742,4984,912,3205
2,1,Simulated,00176,1,680,2025,680,128,83,270,44,155
2,1,Simulated,00177,1,210,2025,210,31,25,87,24,44
2,1,Simulated,00179,1,12925,2025,12925,2219,1784,5286,873,2764
2,1,Simulated,00180,1,463,2025,463,74,108,171,27,83
2,1,Simulated,00181,1,136,2025,136,23,30,53,11,20
2,1,Simulated,00182,1,77,2025,77,9,8,35,15,11
2,1,Simulated,00183,1,2260,2025,2260,338,316,940,141,525
2,1,Simulated,00185,1,6352,2025,6352,791,846,2714,488,1513
2,1,Simulated,00187,1,200,2025,200,23,29,87,20,42
2,1,Simulated,00189,1,41024,2025,41024,5867,5728,15959,3341,10129
2,1,Simulated,0018A,1,64707,2025,64707,7891,5669,24544,6676,19926
2,1,Simulated,00190,1,1313,2025,1313,191,222,536,169,195
2,1,Simulated,00191,1,80,2025,80,10,10,38,11,12
2,1,Simulated,00193,1,139,2025,139,21,28,63,10,18
2,1,Simulated,00195,1,88,2025,88,5,15,51,6,11
2,1,Simulated,00197,1,2188,2025,2188,341,319,869,185,474
2,1,Simulated,00198,1,567,2025,567,93,74,191,53,156
2,2,Simulated,00201,1,25859,2025,25859,4338,3753,10001,3359,4408
2,2,Simulated,00202,1,1211,2025,1211,211,153,480,142,226
2,2,Simulated,00203,1,1949,2025,1949,253,198,906,189,404
2,2,Simulated,00204,1,91,2025,91,15,19,39,10,8
2,2,Simulated,00205,1,161,2025,161,25,23,78,22,13
2,2,Simulated,00209,1,444,2025,444,52,67,189,53,84
2,2,Simulated,0020A,1,37095,2025,37095,3553,3547,14344,3214,12437
2,2,Simulated,00211,1,47651,2025,47651,10096,5574,18207,4164,9610
2,2,Simulated,00212,1,122,2025,122,23,15,41,19,24
2,2,Simulated,00215,1,137,2025,137,26,17,52,17,24
2,2,Simulated,00216,1,127,2025,127,30,9,57,14,17
2,2,Simulated,00218,1,342,2025,342,71,42,138,31,60
2,2,Simulated,00219,1,81,2025,81,6,16,43,4,11
2,2,Simulated,0021A,1,17805,2025,17805,2193,1493,8036,1198,4885
2,2,Simulated,00220,1,145,2025,145,2,0,131,6,6
2,2,Simulated,00221,1,173,2025,173,39,27,76,12,18
2,2,Simulated,00222,1,2504,2025,2504,598,345,990,191,380
2,2,Simulated,00224,1,211,2025,211,0,0,183,17,11
2,2,Simulated,00226,1,48,2025,48,3,3,37,1,3
2,2,Simulated,0022A,1,69609,2025,69609,7459,6553,32362,3989,19247
2,2,Simulated,0022B,1,22219,2025,22219,2088,1888,9211,2033,7000
2,2,Simulated,00230,1,19977,2025,19977,3050,2382,7912,2140,4493
2,2,Simulated,00231,1,263,2025,263,34,27,98,26,78
2,2,Simulated,00232,1,9273,2025,9273,1756,1380,3572,778,1788
2,2,Simulated,00233,1,45,2025,45,6,9,22,4,3
2,2,Simulated,00234,1,112,2025,112,16,32,34,16,14
2,2,Simulated,00235,1,29,2025,29,3,7,16,3,0
2,2,Simulated,00236,1,177,2025,177,28,27,71,21,31
2,2,Simulated,00237,1,1070,2025,1070,171,137,390,124,248
2,2,Simulated,00238,1,1605,2025,1605,239,248,706,119,293
2,2,Simulated,00239,1,10534,2025,10534,1067,1262,4821,753,2631
2,2,Simulated,00240,1,18791,2025,18791,2563,2791,8842,1736,2859
2,2,Simulated,00243,1,859,2025,859,126,149,391,61,132
2,2,Simulated,00246,1,74,2025,74,10,13,28,12,12
2,2,Simulated,00248,1,13629,2025,13629,2156,2306,6149,1120,1899
2,2,Simulated,00249,1,275,2025,275,52,65,92,34,32
2,2,Simulated,00252,1,27282,2025,27282,4783,3734,11699,2279,4787
2,2,Simulated,00253,1,1885,2025,1885,239,224,722,183,516
2,2,Simulated,00254,1,6079,2025,6079,1118,895,2572,593,902
2,2,Simulated,00255,1,39,2025,39,9,7,13,6,5
2,2,Simulated,00258,1,200,2025,200,31,23,86,28,32
2,2,Simulated,00259,1,9330,2025,9330,1005,1152,4170,945,2058
2,2,Simulated,00260,1,36322,2025,36322,3167,4470,17383,3398,7904
2,2,Simulated,00261,1,47718,2025,47718,5895,5297,20995,3038,12493
2,2,Simulated,00262,1,63814,2025,63814,7468,5805,25228,6438,18875
2,2,Simulated,00263,1,22736,2025,22736,1717,2589,11278,1683,5470
2,2,Simulated,00264,1,6092,2025,6092,585,822,2446,762,1476
2,2,Simulated,00265,1,25432,2025,25432,2943,2940,9803,2977,6769
2,2,Simulated,00271,1,12760,2025,12760,950,1710,6120,1264,2715
2,2,Simulated,00272,1,19116,2025,19116,2330,2147,9097,2276,3265
2,2,Simulated,00273,1,51070,2025,51070,5821,6046,20155,3546,15501
2,2,Simulated,00274,1,43995,2025,43995,4318,5896,16664,4622,12495
2,2,Simulated,00275,1,25275,2025,25275,2995,3384,9655,3771,5469
2,2,Simulated,00276,1,22895,2025,22895,2857,3306,9457,2746,4529
2,2,Simulated,00282,1,23515,2025,23515,3833,3394,9096,2469,4723
2,2,Simulated,00285,1,140,2025,140,20,21,54,16,30
2,2,Simulated,00286,1,4731,2025,4731,593,452,2274,295,1117
2,2,Simulated,00287,1,29675,2025,29675,3168,3164,12523,2237,8584
2,2,Simulated,00288,1,36358,2025,36358,4366,4227,17500,3398,6866
2,2,Simulated,00289,1,55696,2025,55696,7913,6958,22341,5875,12610
2,2,Simulated,00290,1,47133,2025,47133,4205,4511,21690,4217,12510
2,2,Simulated,00291,1,15064,2025,15064,2098,2242,5860,1465,3399
2,2,Simulated,00292,1,12824,2025,12824,1835,1633,5786,929,2641
2,2,Simulated,00293,1,13368,2025,13368,1512,1957,5651,1423,2824
2,2,Simulated,00294,1,4386,2025,4386,387,555,1881,482,1080
2,2,Simulated,00295,1,6326,2025,6326,800,885,2546,746,1349
2,2,Simulated,00297,1,615,2025,615,91,72,248,59,145
2,2,Simulated,00298,1,303,2025,303,42,58,133,28,41
2,3,Simulated,00302,1,133939,2025,133939,10709,12908,60928,11512,37882
2,3,Simulated,00303,1,6670,2025,6670,511,610,3317,543,1688
2,3,Simulated,00304,1,22399,2025,22399,2390,2141,8912,1720,7237
2,3,Simulated,00305,1,32939,2025,32939,3315,4289,15090,2626,7620
2,3,Simulated,00306,1,7194,2025,7194,974,1033,3148,612,1427
2,3,Simulated,00307,1,1353,2025,1353,187,244,583,159,179
2,3,Simulated,00308,1,812,2025,812,78,68,467,58,142
2,3,Simulated,00309,1,73,2025,73,7,15,33,8,10
2,3,Simulated,00310,1,7860,2025,7860,1308,1146,3214,712,1480
2,3,Simulated,00311,1,78,2025,78,7,8,36,14,13
2,3,Simulated,00312,1,93,2025,93,10,14,46,8,15
2,3,Simulated,00314,1,4837,2025,4837,819,716,2007,496,799
2,3,Simulated,00315,1,163,2025,163,27,22,86,9,18
2,3,Simulated,00316,1,4364,2025,4364,721,787,1693,418,745
2,3,Simulated,00317,1,2066,2025,2066,368,320,807,200,372
2,3,Simulated,00318,1,2503,2025,2503,369,343,1132,158,500
2,3,Simulated,00320,1,14162,2025,14162,2490,1979,5833,1192,2669
2,3,Simulated,00322,1,101,2025,101,7,15,48,10,21
2,3,Simulated,00324,1,274,2025,274,25,32,119,29,69
2,3,Simulated,00326,1,1949,2025,1949,303,202,725,216,503
2,3,Simulated,00327,1,1163,2025,1163,213,128,359,99,364
2,3,Simulated,00330,1,8748,2025,8748,1484,1215,3934,643,1472
2,3,Simulated,00332,1,200,2025,200,21,33,73,23,50
2,3,Simulated,00334,1,542,2025,542,99,73,218,73,79
2,3,Simulated,00335,1,338,2025,338,69,62,102,36,69
2,3,Simulated,00336,1,61,2025,61,11,8,29,3,9
2,3,Simulated,00337,1,15398,2025,15398,1764,1981,6702,1666,3284
2,3,Simulated,00338,1,3573,2025,3573,480,417,1727,313,636
2,3,Simulated,00339,1,16780,2025,16780,1856,2588,7728,2324,2285
2,3,Simulated,00340,1,17771,2025,17771,3082,2649,7961,1304,2775
2,3,Simulated,00341,1,32,2025,32,2,3,23,3,1
2,3,Simulated,00342,1,68,2025,68,3,6,46,8,5
2,3,Simulated,00343,1,90,2025,90,6,14,46,10,14
2,3,Simulated,00344,1,38805,2025,38805,4839,4482,17906,3483,8095
2,3,Simulated,00345,1,9550,2025,9550,1161,1274,3770,542,2803
2,3,Simulated,00348,1,773,2025,773,108,92,303,74,197
2,3,Simulated,00349,1,57,2025,57,10,8,20,6,14
2,3,Simulated,00350,1,34,2025,34,3,5,22,3,1
2,3,Simulated,00351,1,995,2025,995,146,152,330,112,255
2,3,Simulated,00352,1,133,2025,133,24,23,51,15,21
2,3,Simulated,00354,1,6580,2025,6580,937,839,2456,395,1953
2,3,Simulated,00357,1,1285,2025,1285,173,125,463,106,418
2,3,Simulated,00358,1,73,2025,73,4,4,36,3,24
2,3,Simulated,00359,1,938,2025,938,161,149,365,55,209
2,3,Simulated,00360,1,718,2025,718,98,91,284,73,172
2,3,Simulated,00361,1,7842,2025,7842,1011,1110,3169,853,1700
2,3,Simulated,00362,1,607,2025,607,63,97,286,57,104
2,3,Simulated,00364,1,6146,2025,6146,814,1036,2743,511,1043
2,3,Simulated,00365,1,22127,2025,22127,2612,3013,9348,1966,5188
2,3,Simulated,00366,1,83135,2025,83135,8618,13240,43134,6644,11499
2,3,Simulated,00367,1,81147,2025,81147,8708,11442,39246,7220,14531
2,3,Simulated,00368,1,10814,2025,10814,1315,1139,4639,1204,2518
2,3,Simulated,00369,1,10737,2025,10737,1314,1455,5130,745,2093
2,3,Simulated,00370,1,22024,2025,22024,2911,2731,10286,1686,4409
2,3,Simulated,00374,1,109688,2025,109688,12626,11275,48795,6244,30748
2,3,Simulated,00376,1,32955,2025,32955,2466,3823,17488,2248,6930
2,3,Simulated,00377,1,40473,2025,40473,4354,5857,16945,4481,8835
2,3,Simulated,00378,1,23313,2025,23313,1894,2854,11199,1623,5743
2,3,Simulated,00379,1,24481,2025,24481,2556,3124,11259,2152,5390
2,3,Simulated,00380,1,24233,2025,24233,1855,2842,12254,2273,5009
2,3,Simulated,00381,1,73695,2025,73695,4932,7428,40328,4481,16524
2,3,Simulated,00382,1,8969,2025,8969,933,1404,3859,769,2004
2,3,Simulated,00383,1,5773,2025,5773,687,1007,2045,769,1265
2,3,Simulated,00384,1,17900,2025,17900,1788,2129,7976,2171,3836
2,3,Simulated,00388,1,84695,2025,84695,7771,8572,37710,5251,25392
2,3,Simulated,00389,1,16374,2025,16374,1770,2176,7669,1314,3445
2,3,Simulated,00390,1,20326,2025,20326,2283,2933,8844,1779,4487
2,3,Simulated,00391,1,70185,2025,70185,9064,9856,29211,5324,16729
2,3,Simulated,00392,1,11089,2025,11089,1209,1228,4763,1251,2638
2,3,Simulated,00393,1,74445,2025,74445,7621,7574,36643,8999,13608
2,3,Simulated,00394,1,47604,2025,47604,6062,6224,18001,4207,13110
2,3,Simulated,00395,1,56120,2025,56120,6211,6840,26110,4352,12608
2,3,Simulated,00397,1,68820,2025,68820,6068,9528,30762,7525,14937
2,3,Simulated,00398,1,106286,2025,106286,11386,9391,53754,7006,24750
2,3,Simulated,00399,1,74737,2025,74737,8546,7766,29823,6549,22053
2,4,Simulated,00400,1,27970,2025,27970,3222,4411,12270,2645,5422
2,4,Simulated,00401,1,995,2025,995,99,210,477,85,125
2,4,Simulated,00402,1,38499,2025,38499,4728,4612,16897,3165,9096
2,4,Simulated,00404,1,15982,2025,15982,2685,2268,6125,1237,3668
2,4,Simulated,00405,1,146,2025,146,14,19,75,11,26
2,4,Simulated,00406,1,166,2025,166,22,21,73,19,30
2,4,Simulated,00407,1,113,2025,113,15,17,48,17,17
2,4,Simulated,00408,1,1499,2025,1499,216,220,588,129,346
2,4,Simulated,00409,1,419,2025,419,55,67,178,56,62
2,4,Simulated,00411,1,20912,2025,20912,3363,3039,8857,2147,3505
2,4,Simulated,00412,1,58,2025,58,8,5,25,4,16
2,4,Simulated,00413,1,912,2025,912,178,145,349,96,144
2,4,Simulated,00414,1,226,2025,226,37,45,89,18,36
2,4,Simulated,00415,1,1943,2025,1943,328,275,852,221,268
2,4,Simulated,00416,1,2402,2025,2402,407,347,993,315,340
2,4,Simulated,00417,1,259,2025,259,31,46,128,23,31
2,4,Simulated,00418,1,1243,2025,1243,242,196,596,82,127
2,4,Simulated,00419,1,422,2025,422,63,50,206,25,78
2,4,Simulated,00420,1,531,2025,531,84,125,203,47,72
2,4,Simulated,00421,1,217,2025,217,30,27,90,23,46
2,4,Simulated,00424,1,9239,2025,9239,1760,1075,3601,739,2064
2,4,Simulated,00427,1,1679,2025,1679,258,165,767,153,336
2,4,Simulated,00428,1,263,2025,263,48,30,107,24,54
2,4,Simulated,00430,1,3412,2025,3412,470,443,1450,341,708
2,4,Simulated,00431,1,4610,2025,4610,523,501,1968,467,1151
2,4,Simulated,00432,1,1654,2025,1654,276,259,654,115,350
2,4,Simulated,00433,1,174,2025,174,21,20,87,19,27
2,4,Simulated,00434,1,924,2025,924,140,143,337,62,243
2,4,Simulated,00436,1,13933,2025,13933,2478,1539,5574,1053,3289
2,4,Simulated,00437,1,122,2025,122,19,19,49,15,20
2,4,Simulated,00439,1,2574,2025,2574,454,279,1083,260,497
2,4,Simulated,00440,1,188,2025,188,38,25,84,10,31
2,4,Simulated,00441,1,190,2025,190,20,0,140,16,14
2,4,Simulated,00444,1,70285,2025,70285,10667,9899,30243,5390,14086
2,4,Simulated,00445,1,5060,2025,5060,759,628,2161,329,1182
2,4,Simulated,00446,1,2622,2025,2622,384,341,1105,253,540
2,4,Simulated,00447,1,1567,2025,1567,282,232,593,133,327
2,4,Simulated,00448,1,128,2025,128,18,29,54,17,11
2,4,Simulated,00449,1,50,2025,50,11,10,21,5,3
2,4,Simulated,00450,1,732,2025,732,116,116,297,69,133
2,4,Simulated,00451,1,1031,2025,1031,171,133,400,155,172
2,4,Simulated,00452,1,511,2025,511,77,89,194,28,123
2,4,Simulated,00453,1,33,2025,33,9,3,11,2,9
2,4,Simulated,00454,1,117,2025,117,11,17,51,12,26
2,4,Simulated,00456,1,229,2025,229,40,42,98,19,30
2,4,Simulated,00460,1,4105,2025,4105,345,367,2327,367,699
2,4,Simulated,00461,1,3219,2025,3219,192,261,1981,344,441
2,4,Simulated,00462,1,1468,2025,1468,158,193,643,197,276
2,4,Simulated,00463,1,3986,2025,3986,347,286,2643,231,478
2,4,Simulated,00464,1,2357,2025,2357,289,330,1031,211,497
2,4,Simulated,00465,1,2076,2025,2076,256,323,802,215,480
2,4,Simulated,00466,1,2081,2025,2081,223,306,935,278,339
2,4,Simulated,00467,1,1982,2025,1982,245,300,852,216,368
2,4,Simulated,00468,1,2078,2025,2078,216,273,903,206,480
2,4,Simulated,00469,1,1873,2025,1873,125,205,843,316,384
2,4,Simulated,00471,1,2022,2025,2022,210,247,886,176,503
2,4,Simulated,00472,1,1170,2025,1170,119,153,542,94,262
2,4,Simulated,00473,1,3461,2025,3461,410,419,1590,348,694
2,4,Simulated,00474,1,4882,2025,4882,648,704,1951,587,991
2,4,Simulated,00475,1,13897,2025,13897,1357,2030,5928,1980,2602
2,4,Simulated,00476,1,2826,2025,2826,348,483,1058,346,591
2,4,Simulated,00477,1,7491,2025,7491,762,965,3102,750,1913
2,4,Simulated,00480,1,2668,2025,2668,303,329,1062,407,567
2,4,Simulated,00481,1,5296,2025,5296,479,660,2824,424,910
2,4,Simulated,00482,1,2717,2025,2717,205,384,1271,300,558
2,4,Simulated,00483,1,3101,2025,3101,341,423,1244,410,683
2,4,Simulated,00484,1,2713,2025,2713,261,326,1305,288,533
2,4,Simulated,00485,1,2253,2025,2253,336,270,921,202,524
2,4,Simulated,00486,1,2402,2025,2402,289,298,1037,232,545
2,4,Simulated,00487,1,2182,2025,2182,303,313,799,274,492
2,4,Simulated,00488,1,2675,2025,2675,360,368,998,301,649
2,4,Simulated,00490,1,13250,2025,13250,1874,1344,5083,1080,3869
2,4,Simulated,00491,1,27027,2025,27027,3206,2707,10783,2401,7931
2,4,Simulated,00492,1,192,2025,192,16,19,76,26,54
2,4,Simulated,00493,1,95,2025,95,3,0,77,13,3
2,4,Simulated,00495,1,28032,2025,28032,3910,3803,10898,3500,5922
2,4,Simulated,00496,1,39450,2025,39450,4960,4770,16404,3347,9968
2,4,Simulated,00497,1,17320,2025,17320,2461,2235,6195,2846,3582
2,4,Simulated,00498,1,1394,2025,1394,140,232,583,83,357
2,5,Simulated,00501,1,62870,2025,62870,7662,7732,28262,7645,11568
2,5,Simulated,00502,1,43169,2025,43169,5507,5659,18590,4197,9216
2,5,Simulated,00503,1,5176,2025,5176,758,817,1941,512,1148
2,5,Simulated,00504,1,40597,2025,40597,4678,5598,17347,4194,8781
2,5,Simulated,00505,1,17323,2025,17323,1343,2160,7430,2174,4215
2,5,Simulated,00508,1,16844,2025,16844,1833,1796,7613,1529,4073
2,5,Simulated,00509,1,15216,2025,15216,1102,1160,8988,1305,2661
2,5,Simulated,00511,1,8044,2025,8044,945,873,2997,971,2258
2,5,Simulated,00512,1,16989,2025,16989,2239,1982,6716,1212,4841
2,5,Simulated,00513,1,34373,2025,34373,3505,3836,14164,3423,9445
2,5,Simulated,00516,1,3091,2025,3091,312,359,1563,305,552
2,5,Simulated,00517,1,3775,2025,3775,438,419,1578,573,767
2,5,Simulated,00518,1,4300,2025,4300,336,391,2449,379,745
2,5,Simulated,00519,1,6137,2025,6137,612,687,3153,536,1149
2,5,Simulated,00520,1,8861,2025,8861,991,1221,3562,906,2181
2,5,Simulated,00521,1,3835,2025,3835,379,476,1635,525,820
2,5,Simulated,00524,1,9430,2025,9430,1169,1182,3971,859,2249
2,5,Simulated,00528,1,268,2025,268,45,32,112,17,62
2,5,Simulated,00530,1,76990,2025,76990,8551,9038,39280,5600,14521
2,5,Simulated,00533,1,6739,2025,6739,587,700,3028,701,1723
2,5,Simulated,00534,1,42801,2025,42801,6135,6174,16657,4946,8889
2,5,Simulated,00535,1,60388,2025,60388,6787,7511,26527,6104,13459
2,5,Simulated,00536,1,45233,2025,45233,5632,5264,20148,2662,11526
2,5,Simulated,00538,1,24102,2025,24102,3237,3015,10189,2265,5396
2,5,Simulated,00539,1,101,2025,101,0,0,90,7,4
2,5,Simulated,00540,1,95,2025,95,9,13,50,12,11
2,5,Simulated,00541,1,44,2025,44,8,8,20,2,7
2,5,Simulated,00542,1,59,2025,59,10,4,35,6,4
2,5,Simulated,00543,1,257,2025,257,39,35,107,35,43
2,5,Simulated,00544,1,44,2025,44,8,10,21,2,2
2,5,Simulated,00545,1,106,2025,106,16,8,51,12,18
2,5,Simulated,00547,1,14696,2025,14696,2259,1890,5870,1122,3556
2,5,Simulated,00548,1,1353,2025,1353,184,185,457,101,427
2,5,Simulated,00549,1,9622,2025,9622,1683,1309,3257,926,2447
2,5,Simulated,00550,1,75,2025,75,10,8,30,5,22
2,5,Simulated,00551,1,2461,2025,2461,384,326,945,270,535
2,5,Simulated,00552,1,3127,2025,3127,482,416,1151,178,900
2,5,Simulated,00553,1,250,2025,250,28,48,96,14,64
2,5,Simulated,00554,1,25274,2025,25274,3392,3889,11477,2294,4223
2,5,Simulated,00556,1,80,2025,80,14,12,41,6,7
